Year;ODS;Indicador;Descripción;CA;Value
2012;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;NAVARRA, COMUNIDAD FORAL DE;4922,692168
2013;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;NAVARRA, COMUNIDAD FORAL DE;4645,627385
2014;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;NAVARRA, COMUNIDAD FORAL DE;4639,585512
2015;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;NAVARRA, COMUNIDAD FORAL DE;4819,072065
2016;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;NAVARRA, COMUNIDAD FORAL DE;4830,741422
2017;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;NAVARRA, COMUNIDAD FORAL DE;4742,753026
2018;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;NAVARRA, COMUNIDAD FORAL DE;4752,190551
2010;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;PAÍS VASCO;99,96622926
2011;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;PAÍS VASCO;99,92744861
2012;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;PAÍS VASCO;99,96514639
2013;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;PAÍS VASCO;99,96786977
2014;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;PAÍS VASCO;99,93124603
2015;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;PAÍS VASCO;99,89152248
2016;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;PAÍS VASCO;99,95507132
2017;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;PAÍS VASCO;99,96420902
2018;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;PAÍS VASCO;99,94320692
2010;Fin de la pobreza;1.2.1.1;;PAÍS VASCO;11,7
2011;Fin de la pobreza;1.2.1.1;;PAÍS VASCO;13,8
2012;Fin de la pobreza;1.2.1.1;;PAÍS VASCO;13,3
2013;Fin de la pobreza;1.2.1.1;;PAÍS VASCO;10,5
2014;Fin de la pobreza;1.2.1.1;;PAÍS VASCO;10,2
2015;Fin de la pobreza;1.2.1.1;;PAÍS VASCO;10,9
2016;Fin de la pobreza;1.2.1.1;;PAÍS VASCO;9
2017;Fin de la pobreza;1.2.1.1;;PAÍS VASCO;9,7
2018;Fin de la pobreza;1.2.1.1;;PAÍS VASCO;8,6
2010;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;PAÍS VASCO;20,9
2011;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;PAÍS VASCO;22,3
2012;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;PAÍS VASCO;22,2
2013;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;PAÍS VASCO;19
2014;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;PAÍS VASCO;18,9
2015;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;PAÍS VASCO;19,3
2016;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;PAÍS VASCO;18,5
2017;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;PAÍS VASCO;17,5
2018;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;PAÍS VASCO;18,4
2010;Fin de la pobreza;1.2.1.2;;PAÍS VASCO;9,0715
2011;Fin de la pobreza;1.2.1.2;;PAÍS VASCO;10,3909
2012;Fin de la pobreza;1.2.1.2;;PAÍS VASCO;10,0784
2013;Fin de la pobreza;1.2.1.2;;PAÍS VASCO;8,2914
2014;Fin de la pobreza;1.2.1.2;;PAÍS VASCO;8,3207
2015;Fin de la pobreza;1.2.1.2;;PAÍS VASCO;9,0172
2016;Fin de la pobreza;1.2.1.2;;PAÍS VASCO;7,4353
2017;Fin de la pobreza;1.2.1.2;;PAÍS VASCO;8,5558
2018;Fin de la pobreza;1.2.1.2;;PAÍS VASCO;7,679
2010;Fin de la pobreza;1.2.1.2_1;;PAÍS VASCO;17,563
2011;Fin de la pobreza;1.2.1.2_1;;PAÍS VASCO;19,7839
2012;Fin de la pobreza;1.2.1.2_1;;PAÍS VASCO;17,0337
2013;Fin de la pobreza;1.2.1.2_1;;PAÍS VASCO;17,2999
2014;Fin de la pobreza;1.2.1.2_1;;PAÍS VASCO;15,7016
2015;Fin de la pobreza;1.2.1.2_1;;PAÍS VASCO;15,7488
2016;Fin de la pobreza;1.2.1.2_1;;PAÍS VASCO;14,8381
2017;Fin de la pobreza;1.2.1.2_1;;PAÍS VASCO;15,9925
2018;Fin de la pobreza;1.2.1.2_1;;PAÍS VASCO;14,2293
2010;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;PAÍS VASCO;16,3
2011;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;PAÍS VASCO;18,9
2012;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;PAÍS VASCO;17,7
2013;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;PAÍS VASCO;16,8
2014;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;PAÍS VASCO;15,3
2015;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;PAÍS VASCO;17,6
2016;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;PAÍS VASCO;15,9
2017;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;PAÍS VASCO;14,5
2018;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;PAÍS VASCO;12,1
2010;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;PAÍS VASCO;23,9
2011;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;PAÍS VASCO;25,1
2012;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;PAÍS VASCO;25,6
2013;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;PAÍS VASCO;23,6
2014;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;PAÍS VASCO;22
2015;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;PAÍS VASCO;23,3
2016;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;PAÍS VASCO;22,9
2017;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;PAÍS VASCO;21,3
2018;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;PAÍS VASCO;20,7
2010;Fin de la pobreza;1.2.2.2;Población con carencia material severa;PAÍS VASCO;2,1
2011;Fin de la pobreza;1.2.2.2;Población con carencia material severa;PAÍS VASCO;4
2012;Fin de la pobreza;1.2.2.2;Población con carencia material severa;PAÍS VASCO;2,1
2013;Fin de la pobreza;1.2.2.2;Población con carencia material severa;PAÍS VASCO;4,8
2014;Fin de la pobreza;1.2.2.2;Población con carencia material severa;PAÍS VASCO;4,8
2015;Fin de la pobreza;1.2.2.2;Población con carencia material severa;PAÍS VASCO;4,6
2016;Fin de la pobreza;1.2.2.2;Población con carencia material severa;PAÍS VASCO;4,2
2017;Fin de la pobreza;1.2.2.2;Población con carencia material severa;PAÍS VASCO;3,7
2018;Fin de la pobreza;1.2.2.2;Población con carencia material severa;PAÍS VASCO;3,2
2010;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;PAÍS VASCO;8,8
2011;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;PAÍS VASCO;9,8
2012;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;PAÍS VASCO;11,1
2013;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;PAÍS VASCO;13
2014;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;PAÍS VASCO;12,2
2015;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;PAÍS VASCO;14,3
2016;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;PAÍS VASCO;13,7
2017;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;PAÍS VASCO;7,7
2018;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;PAÍS VASCO;7,1
2010;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;PAÍS VASCO;0,184201413
2011;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;PAÍS VASCO;0,137752937
2012;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;PAÍS VASCO;0
2013;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;PAÍS VASCO;0,137873159
2014;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;PAÍS VASCO;0,046018396
2015;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;PAÍS VASCO;0,092057805
2016;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;PAÍS VASCO;0,138003812
2017;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;PAÍS VASCO;0,229554288
2018;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;PAÍS VASCO;0,183130646
2015;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;PAÍS VASCO;-0,056569757
2016;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;PAÍS VASCO;2,466464804
2017;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;PAÍS VASCO;2,376310269
2018;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;PAÍS VASCO;1,04471843
2011;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;PAÍS VASCO;1,681070339
2012;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;PAÍS VASCO;0,521427882
2013;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;PAÍS VASCO;0,019759591
2014;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;PAÍS VASCO;0,055291264
2015;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;PAÍS VASCO;0,615262918
2016;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;PAÍS VASCO;0,542262402
2017;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;PAÍS VASCO;0,757336529
2018;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;PAÍS VASCO;1,167124085
2011;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;PAÍS VASCO;1,623625327
2012;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;PAÍS VASCO;0,139931609
2013;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;PAÍS VASCO;-0,338234726
2014;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;PAÍS VASCO;-0,24015006
2015;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;PAÍS VASCO;0,291379728
2016;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;PAÍS VASCO;-0,051626338
2017;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;PAÍS VASCO;0,601423385
2018;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;PAÍS VASCO;0,970058421
2015;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;PAÍS VASCO;-0,88845265
2016;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;PAÍS VASCO;0,421496469
2017;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;PAÍS VASCO;0,767356315
2018;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;PAÍS VASCO;0,566523371
2010;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;PAÍS VASCO;7,8
2011;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;PAÍS VASCO;9,7
2012;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;PAÍS VASCO;10,8
2013;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;PAÍS VASCO;7,1
2014;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;PAÍS VASCO;7,4
2015;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;PAÍS VASCO;8,4
2016;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;PAÍS VASCO;6,5
2017;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;PAÍS VASCO;7,2
2018;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;PAÍS VASCO;6,3
2010;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;PAÍS VASCO;14,9
2011;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;PAÍS VASCO;16,6
2012;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;PAÍS VASCO;15,9
2013;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;PAÍS VASCO;14,1
2014;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;PAÍS VASCO;14,1
2015;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;PAÍS VASCO;13,8
2016;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;PAÍS VASCO;13,3
